iter	MultiClass
382	0.3257506033
383	0.3257175257
384	0.3257002678
385	0.3256191367
386	0.3256143534
387	0.3255807612
388	0.3255773669
389	0.3255519034
390	0.3255321319
391	0.3255276864
392	0.32550968
393	0.3254890353
394	0.3252910754
395	0.3252055096
396	0.3251541232
397	0.3249995645
398	0.3249494196
399	0.3248944942
400	0.3248450827
401	0.3247256684
402	0.3247067867
403	0.3246391775
404	0.3246155333
405	0.3245804557
406	0.3245561418
407	0.3245303189
408	0.3244396672
409	0.3243665101
410	0.3243413575
411	0.3242981942
412	0.3242757092
413	0.3242257861
414	0.3242058339
415	0.3241939279
416	0.3241667093
417	0.324111689
418	0.3240544936
419	0.3240413232
420	0.3240340749
421	0.3240078497
422	0.3239961132
423	0.3239880966
424	0.3239661523
425	0.3239096119
426	0.3238246757
427	0.323767542
428	0.3237574439
429	0.3237395294
430	0.3237253867
431	0.3236784799
432	0.3236662061
433	0.3236252242
434	0.3235983142
435	0.3235559346
436	0.323539258
437	0.3235276465
438	0.3234844358
439	0.3234719059
440	0.3234679548
441	0.3234246329
442	0.3234142508
443	0.3233586497
444	0.3233551412
445	0.3232787323
446	0.3232487591
447	0.3232302618
448	0.323169556
449	0.3231487082
450	0.3231288911
451	0.323119518
452	0.3231091635
453	0.323091637
454	0.3230818651
455	0.323072803
456	0.3230666362
457	0.323049639
458	0.3229640431
459	0.3229531246
460	0.3229404554
461	0.3229352689
462	0.3229208732
463	0.3229164117
464	0.3228826542
465	0.3228528813
466	0.3228144653
467	0.3227850463
468	0.3227615028
469	0.3227314419
470	0.3227232125
471	0.3226855867
472	0.3226395547
473	0.3226271115
474	0.322551566
475	0.3225266929
476	0.3224889316
477	0.3224741114
478	0.3224685226
479	0.3224522543
480	0.3223574711
481	0.3223301374
482	0.3223265514
483	0.3222702114
484	0.3222310987
485	0.3222171036
486	0.322203863
487	0.322151294
488	0.322041913
489	0.3220179998
490	0.3219928165
491	0.3219795574
492	0.3218889027
493	0.3218668733
494	0.3218622342
495	0.321831856
496	0.3217002542
497	0.3216702586
498	0.321656415
499	0.3215857137
500	0.3215798137
501	0.3215660159
502	0.3215397825
503	0.3215326902
504	0.3215110951
505	0.3215009325
506	0.3214924872
507	0.321470188
508	0.3214579237
509	0.3214505867
510	0.3214252718
511	0.3213775267
512	0.3213652545
513	0.3213546349
514	0.321308766
515	0.321262544
516	0.3212517917
517	0.3212415988
518	0.3212229225
519	0.3212104815
520	0.3211889547
521	0.321183309
522	0.3211702634
523	0.3211656707
524	0.3211603971
525	0.3211530993
526	0.3211409829
527	0.3211100924
528	0.321101479
529	0.3210458071
530	0.3209983259
531	0.3209882164
532	0.3209541262
533	0.3209337986
534	0.3209161763
535	0.3209118547
536	0.320755176
537	0.3207354265
538	0.3207228675
539	0.3207120612
540	0.3207066155
541	0.3206966042
542	0.3206413221
543	0.3206322113
544	0.3206214746
545	0.3205894818
546	0.3205667113
547	0.320554942
548	0.320543934
549	0.3205399405
550	0.3205351239
551	0.3205206422
552	0.3205109805
553	0.3205022097
554	0.3204094511
555	0.3203965499
556	0.3203905116
557	0.3203840587
558	0.3203824565
559	0.3203380491
560	0.3203301155
561	0.320309857
562	0.3202867855
563	0.3202815438
564	0.3202759927
565	0.3202708754
566	0.3202176713
567	0.320208161
568	0.3201948638
569	0.3201824411
570	0.320032296
571	0.3200243432
572	0.3200216594
573	0.3200060357
574	0.3199451272
575	0.3199315545
576	0.3198619921
577	0.3198522169
578	0.3198090701
579	0.3197678582
580	0.3197323
581	0.3197214215
582	0.3196910925
583	0.3196803132
584	0.3196774515
585	0.3196728772
586	0.3196391343
587	0.3195638025
588	0.3195428698
589	0.3195233184
590	0.3195171867
591	0.3194128729
592	0.3194045827
593	0.3193973356
594	0.3193634848
595	0.3193601075
596	0.3193512532
597	0.3193404331
598	0.3193289626
599	0.3193076943
600	0.3193003365
601	0.3192777304
602	0.3192616553
603	0.3192581675
604	0.319225578
605	0.3192129527
606	0.3192012818
607	0.3191966443
608	0.3191822561
609	0.3191724014
610	0.3191637658
611	0.3191085836
612	0.3191024773
613	0.3190978664
614	0.3190847158
615	0.3190693211
616	0.3190592603
617	0.31904409
618	0.3190208928
619	0.3190130691
620	0.3190013954
621	0.3189609879
622	0.3189470934
623	0.3189079162
624	0.3188559982
625	0.3188425399
626	0.3188347516
627	0.3188030227
628	0.3187976814
629	0.3186749051
630	0.3186672087
631	0.3186607219
632	0.318643328
633	0.3186261884
634	0.3186150521
635	0.3185601941
636	0.3185560806
637	0.3185520362
638	0.318539738
639	0.3185251658
640	0.318500159
641	0.3184904384
642	0.3184809001
643	0.3184756405
644	0.3184693516
645	0.3183249966
646	0.3182694818
647	0.3182482073
648	0.3182371415
649	0.3182126076
650	0.3182020812
651	0.3181972439
652	0.3181902971
653	0.3181075085
654	0.3179965762
655	0.3179782194
656	0.3179651044
657	0.3179491861
658	0.3179418503
659	0.3179338376
660	0.3179126787
661	0.3179067549
662	0.3179033704
663	0.3178364301
664	0.3177697407
665	0.3177643234
666	0.3177159868
667	0.3177136385
668	0.3177057065
669	0.3176660446
670	0.3176512229
671	0.3176211174
672	0.317586565
673	0.3175753819
674	0.317567948
675	0.3175461164
676	0.3175355692
677	0.3174989843
678	0.3174537151
679	0.3174376389
680	0.3174345589
681	0.3174250202
682	0.3173582042
683	0.3172783805
684	0.3172636143
685	0.3172445608
686	0.3172301001
687	0.3172253617
688	0.3172166006
689	0.3172131604
690	0.3172075904
691	0.3172035029
692	0.3171892679
693	0.3171603439
694	0.3171542855
695	0.3171478891
696	0.3170516747
697	0.3170369529
698	0.3170265764
699	0.3170161891
700	0.3169794901
701	0.3169565967
702	0.3169037592
703	0.3168965186
704	0.3168793847
705	0.3168769039
706	0.3168612645
707	0.3168273131
708	0.3167786756
709	0.3167760744
710	0.3167614072
711	0.3167377238
712	0.3167258085
713	0.3166352907
714	0.3166021223
715	0.3165792345
716	0.3165714167
717	0.3165542921
718	0.3165451071
719	0.3165404802
720	0.316534698
721	0.316519455
722	0.3165167253
723	0.3164377336
724	0.3164120014
725	0.316400891
726	0.3163937995
727	0.3163417608
728	0.3163406423
729	0.3163168787
730	0.3163068417
731	0.3163051869
732	0.3163030158
733	0.3162893297
734	0.316287842
735	0.3162798399
736	0.3161991621
737	0.3161934971
738	0.3161759924
739	0.3161669083
740	0.3161614395
741	0.3161168309
742	0.3161098685
743	0.3161067495
744	0.3161030822
745	0.316096764
746	0.3160898104
747	0.3160858213
748	0.3160429893
749	0.3160385438
750	0.3160366974
751	0.315960211
752	0.3158766792
753	0.3158457931
754	0.3158047497
755	0.3157985631
756	0.3157591665
757	0.3157529746
758	0.3157503229
759	0.3157408122
760	0.3157353542
761	0.3157301471
762	0.3157241769
763	0.3157199042
764	0.3157123607
765	0.3157087008
766	0.3156850436
767	0.3156827444
768	0.3156767314
769	0.3156705493
770	0.3156687193
771	0.3156650776
772	0.3156419478
773	0.315601009
774	0.3155769988
775	0.3155129495
776	0.3155090669
777	0.3154997561
778	0.3154987145
779	0.315494354
780	0.3154895548
781	0.3154725727
782	0.3154662163
783	0.3154611518
784	0.3154518354
785	0.3154458025
786	0.3154341676
787	0.3154301321
788	0.3154250853
789	0.3154123269
790	0.3154076816
791	0.3153903587
792	0.3153883549
793	0.3153834492
794	0.315381776
795	0.3153319375
796	0.3153261464
797	0.3152976836
798	0.3152863963
799	0.315285111
800	0.3152612487
801	0.3152576609
802	0.3152504397
803	0.3152471672
804	0.3152450354
805	0.3152435752
806	0.3152385696
807	0.315236745
808	0.3152317775
809	0.3152305337
810	0.3152121347
811	0.3151945918
812	0.3151879462
813	0.3151847006
814	0.3151140777
815	0.3151044225
816	0.315101912
817	0.315098164
818	0.3150939184
819	0.3150710625
820	0.3150346729
821	0.3150317028
822	0.3150287485
823	0.3150272103
824	0.3150135015
825	0.3149752758
826	0.3149661997
827	0.3149274204
828	0.3149255491
829	0.3148899126
830	0.3148804234
831	0.3148737928
832	0.3148457025
833	0.3148336814
834	0.3148302967
835	0.3148258192
836	0.314789323
837	0.3147833158
838	0.3147351507
839	0.3147259196
840	0.3147237045
841	0.3147209057
842	0.3147143658
843	0.3147102947
844	0.3146824407
845	0.3146740775
846	0.3146630509
847	0.3146581788
848	0.3146435482
849	0.314632677
850	0.314630232
851	0.3146268321
852	0.3146181319
853	0.3146154179
854	0.3146114098
855	0.314601484
856	0.3145960027
857	0.3145899813
858	0.3145769115
859	0.3145685079
860	0.3145555728
861	0.3145485264
862	0.3145410274
863	0.3145376292
864	0.3145333827
865	0.3145312484
866	0.3145134496
867	0.314507997
868	0.3144949389
869	0.3144888099
870	0.3144862363
871	0.3144807757
872	0.3144762654
873	0.3144519387
874	0.314439304
875	0.3144366976
876	0.3143667219
877	0.3143606728
878	0.314347785
879	0.3143406446
880	0.3143329002
881	0.3143259407
882	0.3143195833
883	0.3143152256
884	0.3143124282
885	0.3142994097
886	0.3142962619
887	0.3142924241
888	0.3142816901
889	0.3142707027
890	0.314265705
891	0.3142497723
892	0.3142476246
893	0.3142464631
894	0.3142362546
895	0.3142350025
896	0.3142333593
897	0.3142319773
898	0.3142256887
899	0.3142245659
900	0.3142216887
901	0.3142185717
902	0.3142102097
903	0.3142075433
904	0.3142017292
905	0.3142005635
906	0.3141924006
907	0.3141828519
908	0.3141790828
909	0.314168228
910	0.3141221826
911	0.3141174764
912	0.314057312
913	0.3140508887
914	0.3140476922
915	0.3140390259
916	0.3140345184
917	0.3140302286
918	0.3140257235
919	0.3140224214
920	0.3139937168
921	0.3139775367
922	0.3139739809
923	0.3139673341
924	0.313964624
925	0.3139577629
926	0.3139515759
927	0.3139455379
928	0.3139364986
929	0.313917564
930	0.3138589588
931	0.3138384957
932	0.3138338852
933	0.3138328357
934	0.3138240398
935	0.3138173014
936	0.3138097761
937	0.3138035122
938	0.3137933166
939	0.3137853652
940	0.3136724517
941	0.3136630777
942	0.3136607608
943	0.3136481166
944	0.3136338333
945	0.3136247554
946	0.3136210284
947	0.3136168782
948	0.3135879285
949	0.3135285046
950	0.3135248824
951	0.3135172359
952	0.3135117103
953	0.3134747452
954	0.3134716477
955	0.313470579
956	0.3134682192
957	0.3134659501
958	0.3134610795
959	0.3134585019
960	0.3134565752
961	0.3134469742
962	0.3134422384
963	0.3134396295
964	0.3134366071
965	0.3134354181
966	0.313430484
967	0.3134260646
968	0.3134235149
969	0.3134225775
970	0.3134189296
971	0.3133970635
972	0.3133941611
973	0.313384942
974	0.3133813523
975	0.313380332
976	0.3133756768
977	0.3133620855
978	0.3133602498
979	0.3133588354
980	0.313355267
981	0.3132941243
982	0.3132268621
983	0.3132224694
984	0.3132067054
985	0.3132036157
986	0.3131994361
987	0.3131792145
988	0.313178245
989	0.3131672011
990	0.3131646398
991	0.3131627242
992	0.3131609723
993	0.3131528525
994	0.3131370803
995	0.3131196556
996	0.3131159316
997	0.3131124924
998	0.31310157
999	0.3130849955
